,index,redirect_url,description,title,posted_date,company,area_json,location,retrieved_date,raw_payload,job_hash,ai_score,model_version,ai_justification,prompt_version,model_implementation
141,16,https://www.adzuna.fr/details/5513899118?utm_medium=api&utm_source=ef4a1e8d,"objectifs et livrables la mission est d’intervenir sur plusieurs produits de l’équipe. le premier concerne, l’offre de compute via le service aws eks: faire évoluer le produit à l’état de l’art et automatisation récolter, comprendre, analyser et challenger les besoins utilisateurs (internes et externes à la plateforme) ; ajouter et automatiser les nouveaux besoins; mise à disposition de nouvelles ressources et accès en self service pour les projets; maintien en condition opérationnelle et suppo…",-consultant infrastructure multi-cloud (aws-gcp) f/h,2025-11-26,SYNORYS TECHNOLOGIES,"[""France"", ""Hauts-De-France"", ""Nord"", ""Lille"", ""Lille-Nord""]","Lille-Nord, Lille",2025-12-18,"{""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""SYNORYS TECHNOLOGIES""}, ""title"": ""-Consultant Infrastructure Multi-cloud (AWS-GCP) F/H"", ""contract_type"": ""permanent"", ""latitude"": 50.66138, ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Lille-Nord, Lille"", ""area"": [""France"", ""Hauts-De-France"", ""Nord"", ""Lille"", ""Lille-Nord""]}, ""created"": ""2025-11-26T00:29:24Z"", ""salary_is_predicted"": ""0"", ""id"": ""5513899118"", ""redirect_url"": ""https://www.adzuna.fr/details/5513899118?utm_medium=api&utm_source=ef4a1e8d"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""longitude"": 3.0502, ""description"": ""Objectifs et livrables La mission est d\u2019intervenir sur plusieurs produits de l\u2019\u00e9quipe. Le premier concerne, l\u2019offre de compute via le service AWS EKS: Faire \u00e9voluer le produit \u00e0 l\u2019\u00e9tat de l\u2019art et automatisation R\u00e9colter, comprendre, analyser et challenger les besoins utilisateurs (internes et externes \u00e0 la plateforme) ; Ajouter et automatiser les nouveaux besoins; Mise \u00e0 disposition de nouvelles ressources et acc\u00e8s en self service pour les projets; Maintien en condition op\u00e9rationnelle et Suppo\u2026"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1NTEzODk5MTE4In0.j0T107H5gLn2bczBdNf4wCKEm2Y_eGX-Hp14PM0MfzY"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""it-jobs"", ""label"": ""Emplois Informatique""}}",10823783636807555979,6,gpt-3.5-turbo,"Score: 6
The job posting involves building infrastructure on AWS, which aligns with the user's ideal job description. However, the focus on AWS eks may not fully utilize the user's skills in GCP and ML engineering.",v1,LLM_scoring
142,17,https://www.adzuna.fr/land/ad/5270849912?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=720191264E7522C41D35FCD542B44FC7CD92E68C, l'entreprise cet acteur historique français développe des solutions d'assurances via une plateforme technique & data et a pu construire un data lab pour traiter l'ensemble des sujets data du groupe. vous travaillerez au sein de ce datalab dans une équipe data science & machine learning composée de 5 profils ml engineer.  contexte du recrutement dans un contexte data & ia vous serez amené à concevoir et construire des plateformes data & ml robustes pour accompagner les équipes data et soutenir …,devops engineer - mlops h/f,2025-06-27,YOTTA,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5270849912"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5270849912?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=720191264E7522C41D35FCD542B44FC7CD92E68C"", ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""other-general-jobs"", ""label"": ""Emplois Autres/G\u00e9n\u00e9ral""}, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI3MDg0OTkxMiIsInMiOiJEcHE1cWdIYzhCR0NPTVNFRjVRVENBIn0.jt-JKiNEvOlaPPTBCb-EaMZnCHtbpBJV89rWRU2HSKI"", ""description"": "" L'entreprise Cet acteur historique fran\u00e7ais d\u00e9veloppe des solutions d'assurances via une plateforme technique & Data et a pu construire un Data Lab pour traiter l'ensemble des sujets data du groupe. Vous travaillerez au sein de ce DataLab dans une \u00e9quipe Data Science & Machine Learning compos\u00e9e de 5 profils ML Engineer.  Contexte du recrutement Dans un contexte Data & IA vous serez amen\u00e9 \u00e0 concevoir et construire des plateformes Data & ML robustes pour accompagner les \u00e9quipes Data et soutenir \u2026"", ""longitude"": 2.344631, ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""display_name"": ""Paris, Ile-de-France"", ""__CLASS__"": ""Adzuna::API::Response::Location""}, ""latitude"": 48.863839, ""title"": ""DevOps Engineer - MLOps H/F"", ""company"": {""display_name"": ""Yotta"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""salary_is_predicted"": ""0"", ""created"": ""2025-06-27T07:23:57Z""}",10219736564112578968,6,gpt-3.5-turbo,"Match Score: 6

Justification: While the job posting mentions working in a data lab with a team of ML engineers, the focus seems to be more on data and ML rather than building infrastructure. However, the job does involve working with data and AI services, which aligns with the user's ideal job description.",v1,LLM_scoring
143,18,https://www.adzuna.fr/land/ad/5503061381?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=9E01CA6DE9E3F7E7B837F356FAED45A4FD057402,"en tant qu'architecte azure, vous interviendrez sur des projets cloud stratégiques : concevoir et déployer des architectures cloud sur azure. industrialiser les environnements via l'infrastructure as code (terraform). participer à la migration et à l'optimisation des bases de données oracle/sql server vers azure. développer et maintenir des procédures stockées, triggers et packages pl/sql pour garantir performance et intégrité des données. assurer la sécurité, la disponibilité et la gouvernance…",architecte azure h/f,2025-11-19,W HUB,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""W HUB""}, ""title"": ""Architecte Azure H/F"", ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France""}, ""created"": ""2025-11-19T10:33:52Z"", ""category"": {""label"": ""Emplois Informatique"", ""tag"": ""it-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""salary_min"": 70000, ""salary_max"": 75000, ""latitude"": 48.863839, ""salary_is_predicted"": ""0"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5503061381?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=9E01CA6DE9E3F7E7B837F356FAED45A4FD057402"", ""id"": ""5503061381"", ""contract_time"": ""full_time"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""longitude"": 2.344631, ""description"": ""En tant qu'Architecte Azure, vous interviendrez sur des projets Cloud strat\u00e9giques : Concevoir et d\u00e9ployer des architectures Cloud sur Azure. Industrialiser les environnements via l'Infrastructure as Code (Terraform). Participer \u00e0 la migration et \u00e0 l'optimisation des bases de donn\u00e9es Oracle/SQL Server vers Azure. D\u00e9velopper et maintenir des proc\u00e9dures stock\u00e9es, triggers et packages PL/SQL pour garantir performance et int\u00e9grit\u00e9 des donn\u00e9es. Assurer la s\u00e9curit\u00e9, la disponibilit\u00e9 et la gouvernance\u2026"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1NTAzMDYxMzgxIn0.kgQ4cKXDQNM67BlrCqj_G59BB7AsbE6G_4qzUqtEMq8""}",9119224954196078819,5,gpt-3.5-turbo,"Match Score: 5

Justification: While the job involves working with cloud infrastructure on Azure and SQL databases, it does not specifically mention data science or AI services, which are the user's ideal job description.",v1,LLM_scoring
144,19,https://www.adzuna.fr/details/5517132294?utm_medium=api&utm_source=ef4a1e8d,"nous recherchons un ingénieur devops pour renforcer notre équipe et participer à l’automatisation et à l’industrialisation de nos environnements. vous interviendrez sur la mise en place de pipelines ci/cd, la conteneurisation (docker) et l’orchestration kubernetes, ainsi que sur le déploiement et la gestion d’infrastructures cloud (aws / azure). vous collaborerez avec les développeurs pour optimiser les livraisons applicatives et mettre en œuvre des outils d’automatisation (ansible) afin de gar…","devops – automatisation, ci/cd & kubernetes f/h",2025-11-28,LOGWIRE CONSULTING,"[""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Argenteuil"", ""Bezons""]","Bezons, Argenteuil",2025-12-18,"{""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1NTE3MTMyMjk0In0.VmmcqT0-m3AhvG4WIzdybGVyZYLvdfe04Y_8qwA-KLs"", ""longitude"": 2.21562, ""description"": ""Nous recherchons un Ing\u00e9nieur DevOps pour renforcer notre \u00e9quipe et participer \u00e0 l\u2019automatisation et \u00e0 l\u2019industrialisation de nos environnements. Vous interviendrez sur la mise en place de pipelines CI/CD, la conteneurisation (Docker) et l\u2019orchestration Kubernetes, ainsi que sur le d\u00e9ploiement et la gestion d\u2019infrastructures Cloud (AWS / Azure). Vous collaborerez avec les d\u00e9veloppeurs pour optimiser les livraisons applicatives et mettre en \u0153uvre des outils d\u2019automatisation (Ansible) afin de gar\u2026"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""id"": ""5517132294"", ""redirect_url"": ""https://www.adzuna.fr/details/5517132294?utm_medium=api&utm_source=ef4a1e8d"", ""salary_is_predicted"": ""0"", ""latitude"": 48.92732, ""contract_type"": ""permanent"", ""salary_max"": 48000, ""salary_min"": 32000, ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""tag"": ""it-jobs"", ""label"": ""Emplois Informatique""}, ""created"": ""2025-11-28T00:33:58Z"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Bezons, Argenteuil"", ""area"": [""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Argenteuil"", ""Bezons""]}, ""title"": ""DevOps \u2013 Automatisation, CI/CD & Kubernetes F/H"", ""company"": {""display_name"": ""LOGWIRE CONSULTING"", ""__CLASS__"": ""Adzuna::API::Response::Company""}}",7585925078245643285,7,gpt-3.5-turbo,"Match Score: 7
Justification: The job posting aligns well with the user's skills in Python, Cloud, and their experience level. However, the focus on DevOps and automation may not fully match their ideal job of building infrastructure for data science and AI services.",v1,LLM_scoring
145,20,https://www.adzuna.fr/land/ad/5528980461?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=2C06EBC04466472966253518551DA2CB6D8A1611,"data engineer gcp - spark, airflow, dbt/kedro industrialisation & qualité des données contexte tu veux rejoindre une équipe data qui construit des pipelines cloud à grande échelle, avec des enjeux de performance, de qualité et d'industrialisation ? nous recherchons un data engineer confirmé gcp, passionné par la scalabilité, la modélisation et la fiabilité de la donnée, pour intervenir sur un environnement cloud de référence. tes missions : - concevoir, développer et maintenir des pipelines dat…",data engineer gcp - airflow - dbt h/f,2025-12-05,LUTESSA,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France"", ""area"": [""France"", ""Ile-de-France"", ""Paris""]}, ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Lutessa""}, ""title"": ""Data Engineer Gcp - Airflow - Dbt H/F"", ""created"": ""2025-12-05T07:31:34Z"", ""category"": {""label"": ""Emplois Informatique"", ""tag"": ""it-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""salary_min"": 45000, ""latitude"": 48.863839, ""salary_max"": 55000, ""salary_is_predicted"": ""0"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5528980461?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=2C06EBC04466472966253518551DA2CB6D8A1611"", ""id"": ""5528980461"", ""contract_time"": ""full_time"", ""description"": ""Data Engineer GCP - Spark, Airflow, dbt/Kedro Industrialisation & qualit\u00e9 des donn\u00e9es Contexte Tu veux rejoindre une \u00e9quipe Data qui construit des pipelines cloud \u00e0 grande \u00e9chelle, avec des enjeux de performance, de qualit\u00e9 et d'industrialisation ? Nous recherchons un Data Engineer confirm\u00e9 GCP, passionn\u00e9 par la scalabilit\u00e9, la mod\u00e9lisation et la fiabilit\u00e9 de la donn\u00e9e, pour intervenir sur un environnement cloud de r\u00e9f\u00e9rence. Tes missions : - Concevoir, d\u00e9velopper et maintenir des pipelines Dat\u2026"", ""longitude"": 2.344631, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyODk4MDQ2MSIsInMiOiJEcHE1cWdIYzhCR0NPTVNFRjVRVENBIn0.TpnYQt4gyNxnC6id7KOubKXOlpjarMfS6GM12ngcbp4""}",11187182395371993081,7,gpt-3.5-turbo,"Score: 7
Justification: This job matches well with the user's skills and experience in Python, Cloud, and SQL. The job involves building data pipelines on GCP, which aligns with their ideal job description of building infrastructure for data science and AI services.",v1,LLM_scoring
146,27,https://www.adzuna.fr/details/5517129892?utm_medium=api&utm_source=ef4a1e8d,"concevoir des architectures gcp sécurisées, scalables et robustes produire et challenger les dossiers d’architecture du programme easypart définir des modèles hybrides assurant la réversibilité des plateformes contribuer à l’architecture de la flexible lake house conseiller sur les bonnes pratiques cloud & data accompagner et former les architectes internes aux fondamentaux gcp expérience confirmée en architecture gcp (bigquery, iam, vpc, compute, data services…) maîtrise des environnements spa…",architecte cloud public (gcp / data / openshift) f/h,2025-11-28,ETHNOL CONSULTING,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""description"": ""Concevoir des architectures GCP s\u00e9curis\u00e9es, scalables et robustes Produire et challenger les dossiers d\u2019architecture du programme Easypart D\u00e9finir des mod\u00e8les hybrides assurant la r\u00e9versibilit\u00e9 des plateformes Contribuer \u00e0 l\u2019architecture de la Flexible Lake House Conseiller sur les bonnes pratiques Cloud & Data Accompagner et former les architectes internes aux fondamentaux GCP Exp\u00e9rience confirm\u00e9e en architecture GCP (BigQuery, IAM, VPC, Compute, Data Services\u2026) Ma\u00eetrise des environnements Spa\u2026"", ""longitude"": 2.344631, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNzEyOTg5MiIsInMiOiJEcHE1cWdIYzhCR0NPTVNFRjVRVENBIn0.3g3TxiWu9xen9-2U9v2mj-dRpbFBkKPkZ9u-kE__mF0"", ""redirect_url"": ""https://www.adzuna.fr/details/5517129892?utm_medium=api&utm_source=ef4a1e8d"", ""id"": ""5517129892"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""salary_is_predicted"": ""0"", ""salary_max"": 48000, ""contract_type"": ""permanent"", ""latitude"": 48.863839, ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Informatique"", ""tag"": ""it-jobs""}, ""salary_min"": 32000, ""created"": ""2025-11-28T00:32:28Z"", ""company"": {""display_name"": ""ETHNOL CONSULTING"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""title"": ""Architecte Cloud Public (GCP / Data / OpenShift) F/H"", ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France"", ""area"": [""France"", ""Ile-de-France"", ""Paris""]}}",12759902267680242549,7,gpt-3.5-turbo,"Match Score: 7

Justification: The job posting aligns well with the user's ideal job description of building infrastructure for data science and AI services. The required skills in cloud, data, and experience in architecture make it a good fit.",v1,LLM_scoring
147,28,https://www.adzuna.fr/details/5544781286?utm_medium=api&utm_source=ef4a1e8d,"description de l'entreprise sopra steria , acteur majeur de la tech en europe, reconnu pour ses activités de conseil, de services numériques et d’édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d’activité et des technologies innovantes à une approche résolument collabo…",data engineer spark scala - services financiers - ile-de-france,2025-12-16,FORUMS TALENTS HANDICAP,"[""France"", ""Ile-de-France"", ""Hauts-de-Seine""]","Hauts-de-Seine, Ile-de-France",2025-12-18,"{""longitude"": 2.245857, ""description"": ""Description de l'entreprise Sopra Steria , acteur majeur de la Tech en Europe, reconnu pour ses activit\u00e9s de conseil, de services num\u00e9riques et d\u2019\u00e9dition de logiciels, aide ses clients \u00e0 mener leur transformation digitale et \u00e0 obtenir des b\u00e9n\u00e9fices concrets et durables. Il apporte une r\u00e9ponse globale aux enjeux de comp\u00e9titivit\u00e9 des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d\u2019activit\u00e9 et des technologies innovantes \u00e0 une approche r\u00e9solument collabo\u2026"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1NTQ0NzgxMjg2In0.LWoE12dJOOz0OzI7L81ihyMdHGgoF_n3qh4xt3WfIq4"", ""category"": {""label"": ""Emplois Informatique"", ""tag"": ""it-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""redirect_url"": ""https://www.adzuna.fr/details/5544781286?utm_medium=api&utm_source=ef4a1e8d"", ""id"": ""5544781286"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""created"": ""2025-12-16T20:43:21Z"", ""salary_is_predicted"": ""0"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Forums Talents Handicap""}, ""title"": ""Data Engineer Spark Scala - Services Financiers - Ile-De-France"", ""contract_type"": ""permanent"", ""latitude"": 48.82583, ""location"": {""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Hauts-de-Seine, Ile-de-France"", ""area"": [""France"", ""Ile-de-France"", ""Hauts-de-Seine""]}}",1522202026770016159,4,gpt-3.5-turbo,"Score: 4
Justification: The job posting is more focused on Spark and Scala, which are not mentioned in the user's skills. However, the job does involve building infrastructure for data services, which aligns with the user's ideal job description.",v1,LLM_scoring
148,29,https://www.adzuna.fr/land/ad/5037292043?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=40552338CF4ED7A5634AAB7E12FE6B4902100B5F,"rataché.e à la dsi de safran helicopter engines basée à bordes, le pôle de compétence data recrute. la mission du data engineer est de collecter les données, les agréger dans les solutions décisionnelles et analytiques, les rendre disponibles aux systèmes et/ou organisations qui le nécessitent. le caractère industriel, sécuritaire et l'efficacité des solutions sont essentiels. en lien avec les entités métiers, il contribue à l'analyse des données en mettant en oeuvre des technologies adaptées d…",data engineer h/f,2025-02-04,SAFRAN,"[""France"", ""Nouvelle-Aquitaine"", ""Pyr\u00e9n\u00e9es-Atlantiques"", ""Pau"", ""Pau-Est""]","Pau-Est, Pau",2025-12-18,"{""contract_time"": ""full_time"", ""id"": ""5037292043"", ""redirect_url"": ""https://www.adzuna.fr/land/ad/5037292043?se=Dpq5qgHc8BGCOMSEF5QTCA&utm_medium=api&utm_source=ef4a1e8d&v=40552338CF4ED7A5634AAB7E12FE6B4902100B5F"", ""__CLASS__"": ""Adzuna::API::Response::Job"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1MDM3MjkyMDQzIn0.FdilBB8nFQARsCfiPPZmyJ4VIlLi4-tAVj0hPCtsHos"", ""description"": ""Ratach\u00e9.e \u00e0 la DSI de Safran Helicopter Engines bas\u00e9e \u00e0 Bordes, le p\u00f4le de comp\u00e9tence DATA recrute. La mission du Data Engineer est de collecter les donn\u00e9es, les agr\u00e9ger dans les solutions d\u00e9cisionnelles et analytiques, les rendre disponibles aux syst\u00e8mes et/ou organisations qui le n\u00e9cessitent. Le caract\u00e8re industriel, s\u00e9curitaire et l'efficacit\u00e9 des solutions sont essentiels. En lien avec les entit\u00e9s m\u00e9tiers, il contribue \u00e0 l'analyse des donn\u00e9es en mettant en oeuvre des technologies adapt\u00e9es d\u2026"", ""longitude"": -0.25337, ""category"": {""tag"": ""manufacturing-jobs"", ""label"": ""Emplois Fabrication"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""title"": ""Data Engineer H/F"", ""company"": {""__CLASS__"": ""Adzuna::API::Response::Company"", ""display_name"": ""Safran""}, ""latitude"": 43.2367, ""location"": {""area"": [""France"", ""Nouvelle-Aquitaine"", ""Pyr\u00e9n\u00e9es-Atlantiques"", ""Pau"", ""Pau-Est""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Pau-Est, Pau""}, ""created"": ""2025-02-04T19:56:17Z"", ""salary_is_predicted"": ""0""}",12878058480688089272,5,gpt-3.5-turbo,"Match Score: 5

Justification: While the job posting is for a data engineer role, the focus seems to be more on collecting and aggregating data for decision-making rather than building infrastructure for data science and AI services. The skills and experience level align, but the job description may not fully match the user's ideal job.",v1,LLM_scoring
149,30,https://www.adzuna.fr/details/5373294238?utm_medium=api&utm_source=ef4a1e8d,"as a research engineer on our team, you will partner with research scientists to turn research ideas into working systems; building the data, tooling, and infrastructure that enable rapid iteration, trustworthy evaluation, and a smooth path from prototype to production. building on our proven track record of ai-powered solutions (e.g., bits ai , watchdog , and toto ), datadog ai research is tackling high-risk, high-reward projects grounded in real-world challenges in cloud observability and sec…",ai research engineer - datadog ai research (dair),2025-08-29,DATADOG,"[""France"", ""Ile-de-France"", ""Paris""]","Paris, Ile-de-France",2025-12-18,"{""salary_is_predicted"": ""0"", ""created"": ""2025-08-29T13:16:22Z"", ""location"": {""area"": [""France"", ""Ile-de-France"", ""Paris""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Paris, Ile-de-France""}, ""latitude"": 48.863839, ""title"": ""AI Research Engineer - Datadog AI Research (DAIR)"", ""company"": {""display_name"": ""Datadog"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""category"": {""label"": ""Emplois Informatique"", ""tag"": ""it-jobs"", ""__CLASS__"": ""Adzuna::API::Response::Category""}, ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHBxNXFnSGM4QkdDT01TRUY1UVRDQSIsImkiOiI1MzczMjk0MjM4In0.Bl9Bi_Z4wD5_ACiUznl87jKgi1q_4BhnZ4USdG3aitw"", ""description"": ""As a research engineer on our team, you will partner with research scientists to turn research ideas into working systems; building the data, tooling, and infrastructure that enable rapid iteration, trustworthy evaluation, and a smooth path from prototype to production. Building on our proven track record of AI-powered solutions (e.g., Bits AI , Watchdog , and Toto ), Datadog AI Research is tackling high-risk, high-reward projects grounded in real-world challenges in cloud observability and sec\u2026"", ""longitude"": 2.344631, ""__CLASS__"": ""Adzuna::API::Response::Job"", ""redirect_url"": ""https://www.adzuna.fr/details/5373294238?utm_medium=api&utm_source=ef4a1e8d"", ""id"": ""5373294238""}",4050349707208034238,8,gpt-3.5-turbo,"Score: 8
Justification: The job at Datadog aligns well with the user's ideal job description of building infrastructure for data science and AI services. The job also requires skills in Python, Cloud, and SQL, which the user possesses.",v1,LLM_scoring
150,31,https://www.adzuna.fr/details/5537291325?utm_medium=api&utm_source=ef4a1e8d,"vous souhaitez rejoindre un environnement où la data et l'innovation sont au coeur des projets d'un acteur majeur de la distribution professionnelle ? au sein de la dsi d'un grand groupe industriel, l'équipe data conçoit et maintient les flux d'échanges de données inter-applicatifs et assure l'alimentation des modèles de données stratégiques. dans le cadre d'un remplacement, l'équipe recherche un ingénieur data confirmé, avec présence sur site. vous interviendrez : - sur la conception et l'alim…",data engineer - sql server h/f,2025-12-11,MATEN,"[""France"", ""Grand-Est"", ""Bas-Rhin""]","Bas-Rhin, Grand-Est",2025-12-18,"{""created"": ""2025-12-11T03:25:34Z"", ""company"": {""display_name"": ""Maten"", ""__CLASS__"": ""Adzuna::API::Response::Company""}, ""title"": ""Data Engineer - SQL Server H/F"", ""location"": {""area"": [""France"", ""Grand-Est"", ""Bas-Rhin""], ""__CLASS__"": ""Adzuna::API::Response::Location"", ""display_name"": ""Bas-Rhin, Grand-Est""}, ""category"": {""__CLASS__"": ""Adzuna::API::Response::Category"", ""label"": ""Emplois Informatique"", ""tag"": ""it-jobs""}, ""salary_min"": 45000, ""salary_is_predicted"": ""0"", ""salary_max"": 50000, ""latitude"": 48.661816, ""longitude"": 7.642103, ""description"": ""Vous souhaitez rejoindre un environnement o\u00f9 la data et l'innovation sont au coeur des projets d'un acteur majeur de la distribution professionnelle ? Au sein de la DSI d'un grand groupe industriel, l'\u00e9quipe Data con\u00e7oit et maintient les flux d'\u00e9changes de donn\u00e9es inter-applicatifs et assure l'alimentation des mod\u00e8les de donn\u00e9es strat\u00e9giques. Dans le cadre d'un remplacement, l'\u00e9quipe recherche un Ing\u00e9nieur Data confirm\u00e9, avec pr\u00e9sence sur site. Vous interviendrez : - sur la conception et l'alim\u2026"", ""adref"": ""eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNzI5MTMyNSIsInMiOiJEcHE1cWdIYzhCR0NPTVNFRjVRVENBIn0.B4LMoeAimLr0BIXtyQJYDkIfeCCQ0ywJSZy_rU3SpkY"", ""redirect_url"": ""https://www.adzuna.fr/details/5537291325?utm_medium=api&utm_source=ef4a1e8d"", ""id"": ""5537291325"", ""contract_time"": ""full_time"", ""__CLASS__"": ""Adzuna::API::Response::Job""}",14294512066268779200,6,gpt-3.5-turbo,"Match Score: 6
Justification: The job posting is for a data engineer role that requires SQL skills, which align with the user's ideal job description. However, the focus on SQL Server may not fully align with the user's experience in cloud and AI services.",v1,LLM_scoring
